USERID,GENDER,RACE,PROVINCE,CHANNEL2,AGE_GROUP,DAY_OF_WEEK,TIME_BLOCK_SAST,TOTAL_SESSIONS,TOTAL_VIEWING_MINUTES,AVG_SESSION_LENGTH,UNIQUE_VIEWERS
2288434,male,black,Gauteng,Africa Magic,Adults,Tue,Afternoon,1,0.783333,0.783333000000,1
2288434,male,black,Gauteng,Trace TV,Adults,Wed,Night,1,0.650000,0.650000000000,1
2422360,male,coloured,Western Cape,ICC Cricket World Cup 2011,Adults,Mon,Afternoon,1,46.833333,46.833333000000,1
772998,male,white,Mpumalanga,Boomerang,Youth,Thu,Afternoon,1,0.133333,0.133333000000,1
878832,female,white,Western Cape,Vuzu,Youth,Thu,Night,1,0.000000,0.000000000000,1
893742,male,indian_asian,Gauteng,Channel O,Senior,Wed,Morning,1,0.450000,0.450000000000,1
810224,male,black,Gauteng,Supersport Live Events,Adults,Tue,Night,1,3.433333,3.433333000000,1
773017,male,coloured,Gauteng,Channel O,Youth,Sat,Night,2,8.050000,4.025000000000,1
773030,female,black,Northern Cape,Channel O,Youth,Tue,Afternoon,1,82.800000,82.800000000000,1
810246,male,other,Eastern Cape,Africa Magic,Kids,Mon,Afternoon,1,0.750000,0.750000000000,1
941112,male,black,Mpumalanga,Supersport Live Events,Adults,Sun,Night,1,8.900000,8.900000000000,1
103451,female,black,Gauteng,E! Entertainment,Youth,Sat,Afternoon,1,7.466667,7.466667000000,1
794634,male,black,Mpumalanga,ICC Cricket World Cup 2011,Youth,Thu,Morning,1,1.400000,1.400000000000,1
604430,male,white,Eastern Cape,Trace TV,Youth,Sat,Morning,1,13.300000,13.300000000000,1
773141,male,black,Limpopo,Channel O,Youth,Thu,Night,1,15.700000,15.700000000000,1
519784,None,None,None,Supersport Live Events,Kids,Mon,Night,1,5.200000,5.200000000000,1
940635,male,black,Kwazulu Natal,DStv Events 1,Adults,Wed,Afternoon,1,1.333333,1.333333000000,1
772787,male,black,Gauteng,Supersport Live Events,Adults,Mon,Late Night,1,9.066667,9.066667000000,1
772827,male,black,North West,Africa Magic,Youth,Wed,Afternoon,1,0.000000,0.000000000000,1
893562,male,black,Gauteng,Cartoon Network,Adults,Sat,Morning,1,0.000000,0.000000000000,1
906728,male,coloured,Western Cape,Cartoon Network,Adults,Sun,Afternoon,1,44.383333,44.383333000000,1
821820,male,black,Mpumalanga,Trace TV,Youth,Mon,Late Night,1,14.900000,14.900000000000,1
907117,male,indian_asian,Gauteng,ICC Cricket World Cup 2011,Youth,Wed,Afternoon,1,2.233333,2.233333000000,1
893834,male,black,Limpopo,E! Entertainment,Youth,Sat,Night,1,0.900000,0.900000000000,1
821994,male,black,Free State,Channel O,Youth,Mon,Morning,1,37.000000,37.000000000000,1
867658,male,indian_asian,Gauteng,ICC Cricket World Cup 2011,Youth,Wed,Morning,1,0.500000,0.500000000000,1
810334,male,coloured,Gauteng,CNN,Adults,Mon,Morning,1,13.000000,13.000000000000,1
378360,male,coloured,Western Cape,ICC Cricket World Cup 2011,Adults,Wed,Afternoon,1,0.000000,0.000000000000,1
941303,male,black,Eastern Cape,Cartoon Network,Adults,Tue,Late Night,1,0.000000,0.000000000000,1
2422691,male,indian_asian,Western Cape,Supersport Live Events,Youth,Fri,Afternoon,1,0.000000,0.000000000000,1
861119,female,white,Gauteng,Channel O,Adults,Thu,Afternoon,1,2.700000,2.700000000000,1
2370925,male,coloured,Western Cape,ICC Cricket World Cup 2011,Adults,Tue,Afternoon,1,19.300000,19.300000000000,1
2216357,male,black,Western Cape,Africa Magic,Youth,Thu,Afternoon,1,9.750000,9.750000000000,1
810435,male,black,Western Cape,Supersport Live Events,Youth,Sun,Late Night,1,5.733333,5.733333000000,1
810500,female,black,Eastern Cape,E! Entertainment,Adults,Sat,Afternoon,1,7.533333,7.533333000000,1
2406686,male,white,North West,ICC Cricket World Cup 2011,Adults,Sun,Morning,1,13.900000,13.900000000000,1
894009,male,white,Mpumalanga,Supersport Live Events,Youth,Fri,Morning,1,13.200000,13.200000000000,1
867856,male,black,Limpopo,Africa Magic,Youth,Tue,Night,1,0.716667,0.716667000000,1
867856,male,black,Limpopo,ICC Cricket World Cup 2011,Youth,Wed,Morning,1,1.066667,1.066667000000,1
810522,female,black,Eastern Cape,Africa Magic,Adults,Mon,Morning,1,0.850000,0.850000000000,1
810546,male,black,Gauteng,Channel O,Youth,Fri,Late Night,1,2.150000,2.150000000000,1
833495,male,coloured,Western Cape,Supersport Live Events,Youth,Thu,Afternoon,1,5.800000,5.800000000000,1
810571,female,black,Kwazulu Natal,SuperSport Blitz,Adults,Wed,Night,1,0.400000,0.400000000000,1
810587,male,black,Kwazulu Natal,Supersport Live Events,Adults,Thu,Afternoon,1,0.733333,0.733333000000,1
773397,male,coloured,Western Cape,ICC Cricket World Cup 2011,Youth,Wed,Afternoon,1,3.900000,3.900000000000,1
2205429,male,black,Gauteng,Africa Magic,Adults,Wed,Afternoon,1,3.900000,3.900000000000,1
780695,male,black,Gauteng,Cartoon Network,Youth,Sun,Night,1,61.783333,61.783333000000,1
935120,male,black,Gauteng,Africa Magic,Adults,Fri,Morning,1,0.000000,0.000000000000,1
822450,male,white,Gauteng,CNN,Youth,Fri,Morning,1,0.616667,0.616667000000,1
2205521,male,black,Eastern Cape,Channel O,Youth,Fri,Night,1,9.650000,9.650000000000,1
810751,male,black,Gauteng,Break in transmission,Adults,Tue,Night,1,0.216667,0.216667000000,1
822539,male,black,Gauteng,SuperSport Blitz,Youth,Wed,Late Night,1,0.000000,0.000000000000,1
810568,male,black,Gauteng,Africa Magic,Adults,Wed,Afternoon,1,0.133333,0.133333000000,1
764961,male,black,Gauteng,Africa Magic,Youth,Mon,Night,1,1.783333,1.783333000000,1
2287983,male,black,Mpumalanga,Cartoon Network,Youth,Thu,Night,1,2.933333,2.933333000000,1
2216357,male,black,Western Cape,Trace TV,Youth,Mon,Afternoon,1,2.900000,2.900000000000,1
2361894,male,None,Western Cape,SawSee,Youth,Sun,Afternoon,1,0.783333,0.783333000000,1
810643,male,black,Mpumalanga,SawSee,Adults,Sat,Night,1,2.366667,2.366667000000,1
861451,male,None,Gauteng,ICC Cricket World Cup 2011,Adults,Sat,Afternoon,1,2.600000,2.600000000000,1
819248,None,None,None,Channel O,Kids,Thu,Afternoon,1,4.750000,4.750000000000,1
808916,male,None,Western Cape,Boomerang,Adults,Fri,Night,1,0.000000,0.000000000000,1
808928,male,black,Gauteng,Channel O,Youth,Sat,Night,1,5.500000,5.500000000000,1
808930,male,indian_asian,Limpopo,ICC Cricket World Cup 2011,Youth,Tue,Afternoon,1,0.133333,0.133333000000,1
771802,male,coloured,Western Cape,Supersport Live Events,Adults,Sat,Afternoon,1,83.900000,83.900000000000,1
831720,male,coloured,Western Cape,ICC Cricket World Cup 2011,Youth,Tue,Afternoon,2,14.433334,7.216667000000,1
939624,male,black,Gauteng,Trace TV,Youth,Tue,Night,1,1.350000,1.350000000000,1
808971,male,black,Gauteng,Boomerang,Adults,Wed,Night,1,0.000000,0.000000000000,1
771867,male,black,Gauteng,Trace TV,Kids,Wed,Late Night,1,19.100000,19.100000000000,1
808971,male,black,Gauteng,Boomerang,Adults,Sun,Afternoon,1,1.100000,1.100000000000,1
771872,male,coloured,Western Cape,Boomerang,Youth,Sun,Night,1,0.016667,0.016667000000,1
771876,male,black,North West,Boomerang,Youth,Sun,Night,1,0.600000,0.600000000000,1
803575,male,indian_asian,Eastern Cape,Supersport Live Events,Youth,Sun,Morning,1,27.266667,27.266667000000,1
919222,male,black,Limpopo,Cartoon Network,Youth,Sat,Night,1,0.000000,0.000000000000,1
904295,male,indian_asian,Western Cape,Supersport Live Events,Adults,Thu,Night,1,71.200000,71.200000000000,1
2425806,male,black,Gauteng,Boomerang,Adults,Wed,Afternoon,1,0.150000,0.150000000000,1
809072,male,black,Kwazulu Natal,Channel O,Youth,Fri,Morning,1,25.750000,25.750000000000,1
809079,male,black,Mpumalanga,Africa Magic,Youth,Sun,Afternoon,1,0.283333,0.283333000000,1
2285769,male,black,Gauteng,Cartoon Network,Adults,Thu,Afternoon,1,0.100000,0.100000000000,1
2203491,male,coloured,Western Cape,Supersport Live Events,Adults,Fri,Afternoon,1,0.566667,0.566667000000,1
82389,None,None,None,DStv Events 1,Kids,Fri,Afternoon,1,9.500000,9.500000000000,1
788857,male,white,Western Cape,Channel O,Adults,Sat,Afternoon,1,0.550000,0.550000000000,1
820607,None,None,None,Supersport Live Events,Kids,Sun,Night,1,0.000000,0.000000000000,1
866393,male,black,Gauteng,Trace TV,Youth,Thu,Afternoon,1,2.650000,2.650000000000,1
772042,female,white,Free State,E! Entertainment,Youth,Fri,Afternoon,1,0.000000,0.000000000000,1
809230,male,black,Gauteng,Africa Magic,Adults,Sun,Night,1,2.700000,2.700000000000,1
788936,male,black,Limpopo,Supersport Live Events,Youth,Fri,Late Night,1,4.300000,4.300000000000,1
771123,None,None,None,Channel O,Kids,Sat,Late Night,1,2.450000,2.450000000000,1
808093,None,None,None,Supersport Live Events,Kids,Sun,Night,1,0.966667,0.966667000000,1
2368806,male,indian_asian,Limpopo,ICC Cricket World Cup 2011,Youth,Sun,Morning,1,0.000000,0.000000000000,1
809218,male,None,Western Cape,Supersport Live Events,Adults,Mon,Afternoon,1,39.933333,39.933333000000,1
809231,male,black,Gauteng,SuperSport Blitz,Adults,Sun,Afternoon,1,2.100000,2.100000000000,1
786343,male,indian_asian,Kwazulu Natal,Channel O,Adults,Thu,Morning,1,7.250000,7.250000000000,1
2203670,male,black,Kwazulu Natal,Africa Magic,Youth,Tue,Night,1,4.900000,4.900000000000,1
2368907,female,white,Gauteng,Cartoon Network,Adults,Tue,Afternoon,1,42.283333,42.283333000000,1
820770,male,coloured,Western Cape,ICC Cricket World Cup 2011,Adults,Sat,Night,2,16.766666,8.383333000000,1
789010,male,black,Northern Cape,Boomerang,Youth,Wed,Morning,1,0.366667,0.366667000000,1
2426231,male,indian_asian,Gauteng,ICC Cricket World Cup 2011,Youth,Fri,Afternoon,1,10.433333,10.433333000000,1
809320,male,black,Western Cape,CNN,Youth,Sun,Night,1,7.500000,7.500000000000,1
789030,male,None,Western Cape,SuperSport Blitz,Kids,Thu,Night,1,4.333333,4.333333000000,1
820852,male,indian_asian,Gauteng,Supersport Live Events,Youth,Thu,Afternoon,1,0.066667,0.066667000000,1
778797,male,indian_asian,Kwazulu Natal,Cartoon Network,Adults,Tue,Afternoon,1,1.033333,1.033333000000,1
793938,male,indian_asian,Kwazulu Natal,Supersport Live Events,Adults,Sat,Night,1,0.800000,0.800000000000,1
2369183,male,indian_asian,North West,Supersport Live Events,Youth,Sun,Afternoon,1,19.500000,19.500000000000,1
820969,male,black,North West,Africa Magic,Youth,Tue,Night,1,0.700000,0.700000000000,1
1107136,male,coloured,Western Cape,Supersport Live Events,Youth,Fri,Morning,1,0.766667,0.766667000000,1
772378,female,None,Free State,SuperSport Blitz,Youth,Fri,Morning,1,10.166667,10.166667000000,1
2091055,male,black,Limpopo,Trace TV,Adults,Mon,Morning,1,18.700000,18.700000000000,1
772390,male,black,Gauteng,Cartoon Network,Adults,Fri,Night,1,2.900000,2.900000000000,1
940303,male,None,Western Cape,Supersport Live Events,Youth,Sat,Afternoon,3,3.266666,1.088888666667,1
940308,male,None,Gauteng,ICC Cricket World Cup 2011,Youth,Sun,Afternoon,1,14.366667,14.366667000000,1
2287006,male,black,Gauteng,Trace TV,Youth,Thu,Morning,1,18.900000,18.900000000000,1
789144,male,black,Gauteng,Supersport Live Events,Adults,Mon,Night,1,1.800000,1.800000000000,1
893029,male,None,Western Cape,ICC Cricket World Cup 2011,Adults,Sun,Afternoon,1,6.333333,6.333333000000,1
750715,male,coloured,Western Cape,Africa Magic,Youth,Fri,Night,1,0.033333,0.033333000000,1
940271,male,coloured,Western Cape,ICC Cricket World Cup 2011,Adults,Sat,Afternoon,1,0.000000,0.000000000000,1
866785,male,indian_asian,Limpopo,Supersport Live Events,Youth,Thu,Afternoon,1,34.533333,34.533333000000,1
871104,None,None,None,SawSee,Kids,Fri,Night,1,0.400000,0.400000000000,1
789306,male,coloured,Western Cape,SawSee,Youth,Tue,Morning,1,0.216667,0.216667000000,1
940427,male,indian_asian,Gauteng,ICC Cricket World Cup 2011,Youth,Wed,Afternoon,1,35.033333,35.033333000000,1
930826,male,indian_asian,Gauteng,SuperSport Blitz,Adults,Thu,Afternoon,1,1.166667,1.166667000000,1
2360715,male,black,Western Cape,Supersport Live Events,Youth,Sun,Late Night,1,10.266667,10.266667000000,1
809704,female,None,Gauteng,ICC Cricket World Cup 2011,Youth,Tue,Morning,1,0.433333,0.433333000000,1
940454,male,indian_asian,Gauteng,Supersport Live Events,Youth,Thu,Morning,1,0.500000,0.500000000000,1
2426928,female,white,Gauteng,Cartoon Network,Youth,Sun,Night,1,1.250000,1.250000000000,1
2287668,male,black,Kwazulu Natal,M-Net,Youth,Thu,Night,1,0.433333,0.433333000000,1
809744,male,indian_asian,Kwazulu Natal,ICC Cricket World Cup 2011,Youth,Wed,Afternoon,3,0.833333,0.277777666667,1
892055,male,indian_asian,Gauteng,Supersport Live Events,Youth,Thu,Afternoon,1,127.733333,127.733333000000,1
940509,male,other,Western Cape,Boomerang,Youth,Mon,Morning,1,0.183333,0.183333000000,1
2000272,male,coloured,Western Cape,Supersport Live Events,Adults,Fri,Night,1,7.766667,7.766667000000,1
821354,male,coloured,Kwazulu Natal,Supersport Live Events,Youth,Sun,Night,1,1.066667,1.066667000000,1
778984,male,black,Gauteng,Channel O,Youth,Wed,Night,1,15.050000,15.050000000000,1
809892,male,black,Gauteng,Trace TV,Youth,Wed,Night,1,20.800000,20.800000000000,1
832729,male,black,Free State,Channel O,Youth,Thu,Late Night,1,83.050000,83.050000000000,1
931072,male,indian_asian,Kwazulu Natal,SuperSport Blitz,Youth,Sun,Afternoon,1,2.300000,2.300000000000,1
894103,male,indian_asian,Gauteng,Cartoon Network,Adults,Mon,Night,1,1.566667,1.566667000000,1
809924,male,black,Western Cape,CNN,Adults,Sat,Night,1,17.966667,17.966667000000,1
2000415,female,black,Gauteng,ICC Cricket World Cup 2011,Adults,Tue,Afternoon,1,4.666667,4.666667000000,1
809934,male,black,Western Cape,Supersport Live Events,Adults,Fri,Night,1,17.400000,17.400000000000,1
892133,male,black,Western Cape,Africa Magic,Youth,Thu,Afternoon,1,0.000000,0.000000000000,1
2415121,male,black,Eastern Cape,Channel O,Youth,Mon,Afternoon,1,0.900000,0.900000000000,1
586442,male,white,Limpopo,E! Entertainment,Youth,Thu,Afternoon,1,0.333333,0.333333000000,1
810079,male,black,Gauteng,E! Entertainment,Youth,Sat,Night,1,1.733333,1.733333000000,1
940895,female,None,Gauteng,Cartoon Network,Youth,Fri,Night,1,0.283333,0.283333000000,1
810092,male,None,Kwazulu Natal,Trace TV,Adults,Sun,Afternoon,1,1.350000,1.350000000000,1
884879,male,indian_asian,Kwazulu Natal,SuperSport Blitz,Youth,Wed,Afternoon,1,3.933333,3.933333000000,1
2370467,male,black,Gauteng,E! Entertainment,Youth,Sat,Morning,1,0.133333,0.133333000000,1
2422252,male,indian_asian,Gauteng,Africa Magic,Adults,Sun,Night,1,0.433333,0.433333000000,1
810119,male,black,Gauteng,Africa Magic,Youth,Sun,Afternoon,1,1.816667,1.816667000000,1
906875,male,black,Limpopo,ICC Cricket World Cup 2011,Adults,Sat,Afternoon,1,16.766667,16.766667000000,1
940967,male,indian_asian,Gauteng,ICC Cricket World Cup 2011,Youth,Sat,Afternoon,1,17.000000,17.000000000000,1
772964,male,None,Mpumalanga,Trace TV,Adults,Fri,Night,1,0.700000,0.700000000000,1
821877,male,black,Gauteng,ICC Cricket World Cup 2011,Youth,Sat,Morning,1,0.200000,0.200000000000,1
821879,male,coloured,Western Cape,Supersport Live Events,Youth,Fri,Afternoon,1,1.400000,1.400000000000,1
810215,male,black,Mpumalanga,SuperSport Blitz,Adults,Sat,Morning,1,2.566667,2.566667000000,1
907060,male,indian_asian,Gauteng,ICC Cricket World Cup 2011,Youth,Wed,Afternoon,1,9.366667,9.366667000000,1
852161,male,indian_asian,Gauteng,Supersport Live Events,Youth,Sat,Afternoon,1,0.166667,0.166667000000,1
2422435,male,coloured,Gauteng,Channel O,Youth,Sun,Morning,1,9.000000,9.000000000000,1
773044,male,black,Western Cape,Channel O,Youth,Fri,Morning,1,3.000000,3.000000000000,1
810259,male,black,North West,SawSee,Youth,Wed,Night,1,0.550000,0.550000000000,1
773055,male,black,Kwazulu Natal,Africa Magic,Youth,Thu,Night,1,0.033333,0.033333000000,1
810286,male,white,North West,ICC Cricket World Cup 2011,Youth,Wed,Morning,1,3.966667,3.966667000000,1
773077,male,black,Gauteng,Supersport Live Events,Adults,Fri,Night,1,6.200000,6.200000000000,1
893861,male,black,Mpumalanga,SawSee,Youth,Mon,Late Night,1,1.016667,1.016667000000,1
773133,male,black,Gauteng,Trace TV,Adults,Sun,Afternoon,1,0.000000,0.000000000000,1
867693,None,None,None,SawSee,Kids,Mon,Late Night,1,0.433333,0.433333000000,1
2369849,female,black,Northern Cape,Channel O,Adults,Sat,Late Night,1,6.000000,6.000000000000,1
791981,female,black,Gauteng,Africa Magic,Youth,Sat,Afternoon,1,7.916667,7.916667000000,1
2287875,male,black,Gauteng,Cartoon Network,Adults,Sun,Night,1,1.550000,1.550000000000,1
2000422,male,black,Western Cape,SuperSport Blitz,Adults,Mon,Afternoon,1,2.133333,2.133333000000,1
867283,male,indian_asian,Limpopo,ICC Cricket World Cup 2011,Youth,Wed,Afternoon,1,23.800000,23.800000000000,1
810005,male,black,Mpumalanga,Supersport Live Events,Youth,Sun,Afternoon,1,1.033333,1.033333000000,1
940775,male,coloured,Eastern Cape,ICC Cricket World Cup 2011,Youth,Sat,Afternoon,1,4.266667,4.266667000000,1
2204601,male,black,Eastern Cape,Channel O,Adults,Sat,Night,1,1.250000,1.250000000000,1
773004,male,black,North West,Channel O,Youth,Wed,Afternoon,1,22.900000,22.900000000000,1
787212,male,black,Gauteng,Supersport Live Events,Adults,Tue,Afternoon,1,0.933333,0.933333000000,1
810287,male,black,Mpumalanga,Channel O,Youth,Wed,Afternoon,2,3.450000,1.725000000000,1
790069,male,white,Kwazulu Natal,Channel O,Adults,Fri,Night,1,0.350000,0.350000000000,1
822036,male,black,Gauteng,M-Net,Adults,Wed,Morning,1,0.200000,0.200000000000,1
2288719,male,black,Limpopo,Africa Magic,Senior,Fri,Afternoon,1,1.433333,1.433333000000,1
2092034,male,white,Gauteng,SawSee,Adults,Fri,Morning,1,1.150000,1.150000000000,1
2370925,male,coloured,Western Cape,Supersport Live Events,Adults,Sun,Night,1,32.966667,32.966667000000,1
597646,male,indian_asian,Kwazulu Natal,Supersport Live Events,Youth,Tue,Afternoon,1,0.000000,0.000000000000,1
797116,male,white,Gauteng,E! Entertainment,Youth,Sat,Late Night,1,0.466667,0.466667000000,1
2428274,male,black,Kwazulu Natal,ICC Cricket World Cup 2011,Adults,Thu,Afternoon,1,26.100000,26.100000000000,1
810468,male,indian_asian,Gauteng,ICC Cricket World Cup 2011,Youth,Wed,Afternoon,1,3.700000,3.700000000000,1
903455,male,None,Gauteng,ICC Cricket World Cup 2011,Senior,Tue,Night,1,8.500000,8.500000000000,1
810487,male,coloured,Western Cape,SuperSport Blitz,Adults,Fri,Morning,1,4.500000,4.500000000000,1
810487,male,coloured,Western Cape,Boomerang,Adults,Sun,Night,1,5.666667,5.666667000000,1
810506,male,white,Western Cape,ICC Cricket World Cup 2011,Adults,Sun,Afternoon,1,29.366667,29.366667000000,1
810508,male,white,Gauteng,SuperSport Blitz,Adults,Wed,Morning,2,7.766667,3.883333500000,1
773303,male,white,Gauteng,E! Entertainment,Youth,Sun,Afternoon,1,8.900000,8.900000000000,1
810546,male,black,Gauteng,CNN,Youth,Wed,Morning,1,0.566667,0.566667000000,1
1109229,male,coloured,Western Cape,ICC Cricket World Cup 2011,Youth,Wed,Morning,1,0.666667,0.666667000000,1
196084,male,coloured,Northern Cape,M-Net,Adults,Mon,Morning,2,5.866667,2.933333500000,1
833542,male,indian_asian,Gauteng,ICC Cricket World Cup 2011,Adults,Tue,Afternoon,1,0.000000,0.000000000000,1
2371148,male,coloured,Western Cape,Supersport Live Events,Youth,Tue,Night,1,3.966667,3.966667000000,1
867955,male,coloured,Northern Cape,SuperSport Blitz,Adults,Sat,Afternoon,1,2.966667,2.966667000000,1
1109383,male,black,Free State,SuperSport Blitz,Adults,Tue,Morning,1,22.266667,22.266667000000,1
822420,male,coloured,Western Cape,ICC Cricket World Cup 2011,Youth,Mon,Afternoon,1,5.766667,5.766667000000,1
948343,female,black,Gauteng,Supersport Live Events,Youth,Mon,Morning,1,0.000000,0.000000000000,1
773492,male,black,Kwazulu Natal,Supersport Live Events,Adults,Sat,Afternoon,1,0.000000,0.000000000000,1
241871,male,white,Gauteng,Trace TV,Adults,Mon,Afternoon,1,46.700000,46.700000000000,1
810710,male,black,Gauteng,SuperSport Blitz,Adults,Fri,Morning,1,6.800000,6.800000000000,1
822511,male,black,Western Cape,Supersport Live Events,Youth,Wed,Morning,1,0.733333,0.733333000000,1
809048,male,indian_asian,Limpopo,Channel O,Adults,Wed,Afternoon,1,27.000000,27.000000000000,1
2415121,male,black,Eastern Cape,Trace TV,Youth,Sun,Afternoon,2,50.500000,25.250000000000,1
810066,male,black,Gauteng,Break in transmission,Youth,Sat,Afternoon,1,0.383333,0.383333000000,1
2288809,male,black,Western Cape,Boomerang,Youth,Fri,Morning,1,4.966667,4.966667000000,1
939566,male,None,Mpumalanga,Supersport Live Events,Youth,Sat,Afternoon,1,22.033333,22.033333000000,1
808928,male,black,Gauteng,ICC Cricket World Cup 2011,Youth,Tue,Afternoon,1,0.000000,0.000000000000,1
868895,male,coloured,Western Cape,ICC Cricket World Cup 2011,Youth,Wed,Late Night,1,2.000000,2.000000000000,1
1281997,female,coloured,Free State,Cartoon Network,Kids,Sat,Night,1,0.583333,0.583333000000,1
301011,male,black,North West,SuperSport Blitz,Adults,Fri,Night,1,1.133333,1.133333000000,1
939659,male,black,Limpopo,ICC Cricket World Cup 2011,Youth,Mon,Afternoon,1,0.000000,0.000000000000,1
771911,male,black,North West,Supersport Live Events,Youth,Sun,Night,1,1.100000,1.100000000000,1
831755,male,black,Gauteng,Cartoon Network,Youth,Tue,Afternoon,1,0.000000,0.000000000000,1
809011,male,coloured,Western Cape,SuperSport Blitz,Adults,Sun,Night,1,1.000000,1.000000000000,1
918332,female,indian_asian,Gauteng,SuperSport Blitz,Youth,Tue,Morning,1,83.066667,83.066667000000,1
904340,male,indian_asian,Gauteng,Vuzu,Youth,Sun,Night,1,0.383333,0.383333000000,1
764468,male,black,Gauteng,Channel O,Youth,Tue,Morning,1,2.150000,2.150000000000,1
2285790,male,None,Mpumalanga,CNN,Adults,Sun,Night,1,61.033333,61.033333000000,1
809128,male,black,Gauteng,Africa Magic,Youth,Tue,Afternoon,1,3.866667,3.866667000000,1
866372,male,None,Western Cape,Trace TV,Youth,Sat,Night,1,10.700000,10.700000000000,1
809165,male,white,Gauteng,ICC Cricket World Cup 2011,Adults,Thu,Afternoon,1,9.266667,9.266667000000,1
830980,male,indian_asian,Kwazulu Natal,ICC Cricket World Cup 2011,Adults,Fri,Afternoon,1,1.800000,1.800000000000,1
2429528,male,None,Gauteng,Boomerang,Youth,Wed,Afternoon,1,0.416667,0.416667000000,1
820654,male,coloured,Eastern Cape,Cartoon Network,Youth,Fri,Morning,1,5.900000,5.900000000000,1
1108688,male,black,North West,Boomerang,Youth,Mon,Night,1,0.783333,0.783333000000,1
2203599,male,black,Gauteng,Supersport Live Events,Youth,Sun,Night,1,0.000000,0.000000000000,1
2368852,male,black,Mpumalanga,Africa Magic,Youth,Mon,Afternoon,1,8.050000,8.050000000000,1
939975,male,black,Gauteng,Channel O,Adults,Thu,Night,1,2.750000,2.750000000000,1
866512,male,white,Gauteng,Supersport Live Events,Youth,Fri,Morning,1,0.166667,0.166667000000,1
733347,male,None,North West,Africa Magic,Youth,Sun,Afternoon,1,0.133333,0.133333000000,1
809311,male,coloured,Western Cape,Supersport Live Events,Youth,Fri,Night,1,0.966667,0.966667000000,1
1106801,male,coloured,Kwazulu Natal,Boomerang,Youth,Wed,Night,1,1.183333,1.183333000000,1
1106847,male,black,North West,Channel O,Adults,Wed,Morning,1,5.500000,5.500000000000,1
866592,male,indian_asian,Gauteng,ICC Cricket World Cup 2011,Youth,Mon,Morning,1,10.533333,10.533333000000,1
940108,male,black,Mpumalanga,Cartoon Network,Youth,Tue,Morning,1,0.000000,0.000000000000,1
892936,male,black,Northern Cape,Africa Magic,Youth,Fri,Afternoon,2,14.216667,7.108333500000,1
940163,male,black,Free State,SuperSport Blitz,Youth,Wed,Night,1,1.266667,1.266667000000,1
940163,male,black,Free State,Trace TV,Youth,Tue,Morning,1,15.700000,15.700000000000,1
789138,male,black,Gauteng,SuperSport Blitz,Adults,Sun,Afternoon,1,2.500000,2.500000000000,1
2369221,male,black,North West,SuperSport Blitz,Adults,Thu,Late Night,1,0.100000,0.100000000000,1
2421104,male,black,Mpumalanga,Trace TV,Youth,Mon,Night,1,6.600000,6.600000000000,1
712592,None,None,None,M-Net,Kids,Tue,Morning,1,0.500000,0.500000000000,1
789204,male,indian_asian,Kwazulu Natal,Cartoon Network,Youth,Thu,Night,1,1.883333,1.883333000000,1
809554,male,indian_asian,Kwazulu Natal,E! Entertainment,Youth,Sun,Afternoon,1,0.000000,0.000000000000,1
809556,male,coloured,Mpumalanga,ICC Cricket World Cup 2011,Adults,Sun,Afternoon,1,0.666667,0.666667000000,1
809563,male,indian_asian,Limpopo,ICC Cricket World Cup 2011,Adults,Tue,Afternoon,1,115.366667,115.366667000000,1
911285,male,white,Limpopo,ICC Cricket World Cup 2011,Kids,Sat,Afternoon,1,0.700000,0.700000000000,1
1476710,female,black,Gauteng,Channel O,Youth,Wed,Night,1,0.000000,0.000000000000,1
789309,male,coloured,Western Cape,SuperSport Blitz,Adults,Sat,Morning,1,1.766667,1.766667000000,1
893168,male,coloured,Eastern Cape,Cartoon Network,Youth,Mon,Late Night,1,0.083333,0.083333000000,1
2203966,male,coloured,Western Cape,Channel O,Youth,Tue,Night,1,1.000000,1.000000000000,1
772369,female,black,Gauteng,Africa Magic,Adults,Mon,Morning,1,0.850000,0.850000000000,1
789225,female,indian_asian,Kwazulu Natal,Trace TV,Kids,Fri,Afternoon,1,2.400000,2.400000000000,1
2421222,male,coloured,Gauteng,SuperSport Blitz,Adults,Wed,Night,2,17.866667,8.933333500000,1
809604,male,black,Western Cape,Boomerang,Youth,Fri,Late Night,1,26.183333,26.183333000000,1
789280,male,black,Gauteng,Cartoon Network,Adults,Thu,Night,1,0.050000,0.050000000000,1
916735,male,indian_asian,Kwazulu Natal,Supersport Live Events,Adults,Sat,Morning,1,6.300000,6.300000000000,1
869588,female,coloured,Western Cape,Trace TV,Youth,Thu,Afternoon,1,29.200000,29.200000000000,1
809647,male,coloured,Western Cape,ICC Cricket World Cup 2011,Adults,Sat,Afternoon,1,7.166667,7.166667000000,1
894638,None,None,None,kykNET,Kids,Tue,Afternoon,1,3.800000,3.800000000000,1
2415057,male,white,Gauteng,ICC Cricket World Cup 2011,Adults,Sun,Morning,1,2.100000,2.100000000000,1
893201,male,white,Gauteng,Trace TV,Youth,Thu,Morning,1,3.550000,3.550000000000,1
881027,male,white,Mpumalanga,Supersport Live Events,Youth,Sat,Afternoon,1,0.533333,0.533333000000,1
597546,male,black,Kwazulu Natal,Africa Magic,Youth,Thu,Late Night,1,1.166667,1.166667000000,1
809704,female,None,Gauteng,Boomerang,Youth,Fri,Morning,1,0.150000,0.150000000000,1
